species_name,family,genus,growth_form_canonical,rho_mean,rho_sd,rho_n,rho_match_level,rho_source
Cerastium arvense,,Cerastium,herb,,,,none,
Cerastium atlanticum,,Cerastium,unknown,,,,none,
Cerastium axillare,,Cerastium,herb,,,,none,
Cerastium balearicum,,Cerastium,unknown,,,,none,
Cerastium banaticum,,Cerastium,unknown,,,,none,
Cerastium barberi,,Cerastium,unknown,,,,none,
Cerastium beeringianum,,Cerastium,herb,,,,none,
Cerastium behmianum,,Cerastium,unknown,,,,none,
Cerastium bialynickii,,Cerastium,herb,,,,none,
Cerastium biebersteinii,,Cerastium,herb,,,,none,
Cerastium boissierianum,,Cerastium,unknown,,,,none,
Cerastium brachypetalum,,Cerastium,herb,,,,none,
Cerastium brachypodum,,Cerastium,herb,,,,none,
Cerastium caespitosum,,Cerastium,unknown,,,,none,
Cerastium candicans,,Cerastium,herb,,,,none,
Cerastium candidissimum,,Cerastium,unknown,,,,none,
Cerastium capense,,Cerastium,herb,,,,none,
Cerastium carinthiacum,,Cerastium,unknown,,,,none,
Cerastium cephalanthum,,Cerastium,herb,,,,none,
Cerastium cerastoides,,Cerastium,herb,,,,none,
Cerastium comatum,,Cerastium,unknown,,,,none,
Cerastium commersonianum,,Cerastium,unknown,,,,none,
Cerastium consanguineum,,Cerastium,unknown,,,,none,
Cerastium crassipes,,Cerastium,herb,,,,none,
Cerastium crassipesneum,,Cerastium,unknown,,,,none,
Cerastium cuatrecasasii,,Cerastium,unknown,,,,none,
Cerastium dagestanicum,,Cerastium,unknown,,,,none,
Cerastium dahuricum,,Cerastium,unknown,,,,none,
Cerastium danguyi,,Cerastium,herb,,,,none,
Cerastium davuricum,,Cerastium,unknown,,,,none,
Cerastium decalvans,,Cerastium,unknown,,,,none,
Cerastium decrescens,,Cerastium,unknown,,,,none,
Cerastium dichotomum,,Cerastium,herb,,,,none,
Cerastium dicrotrichum,,Cerastium,unknown,,,,none,
Cerastium diffusum,,Cerastium,herb,,,,none,
Cerastium dinaricum,,Cerastium,unknown,,,,none,
Cerastium dominici,,Cerastium,unknown,,,,none,
Cerastium dubium,,Cerastium,herb,,,,none,
Cerastium eriophorum,,Cerastium,unknown,,,,none,
Cerastium falcatum,,Cerastium,unknown,,,,none,
Cerastium fastigiatum,,Cerastium,unknown,,,,none,
Cerastium filifolium,,Cerastium,unknown,,,,none,
Cerastium fischerianum,,Cerastium,herb,,,,none,
Cerastium floccosum,,Cerastium,herb,,,,none,
Cerastium fontanum,,Cerastium,herb,,,,none,
Cerastium fragillimum,,Cerastium,unknown,,,,none,
Cerastium furcatum,,Cerastium,unknown,,,,none,
Cerastium gibraltaricum,,Cerastium,unknown,,,,none,
Cerastium glabratum,,Cerastium,unknown,,,,none,
Cerastium glandulosum,,Cerastium,unknown,,,,none,
Cerastium glomeratum,,Cerastium,herb,,,,none,
Cerastium gnaphalodes,,Cerastium,unknown,,,,none,
Cerastium gracile,,Cerastium,herb,,,,none,
Cerastium grandiflorum,,Cerastium,unknown,,,,none,
Cerastium granulatum,,Cerastium,unknown,,,,none,
Cerastium guatemalense,,Cerastium,herb,,,,none,
Cerastium haussknechtii,,Cerastium,unknown,,,,none,
Cerastium hemschinicum,,Cerastium,unknown,,,,none,
Cerastium hieronymi,,Cerastium,unknown,,,,none,
Cerastium holosteoides,,Cerastium,unknown,,,,none,
Cerastium holosteum,,Cerastium,unknown,,,,none,
Cerastium humifusum,,Cerastium,unknown,,,,none,
Cerastium igoschiniae,,Cerastium,unknown,,,,none,
Cerastium illyricum,,Cerastium,herb,,,,none,
Cerastium imbricatum,,Cerastium,herb,,,,none,
Cerastium indicum,,Cerastium,herb,,,,none,
Cerastium inflatum,,Cerastium,unknown,,,,none,
Cerastium julicum,,Cerastium,unknown,,,,none,
Cerastium junceum,,Cerastium,unknown,,,,none,
Cerastium juniperorum,,Cerastium,unknown,,,,none,
Cerastium kasbek,,Cerastium,unknown,,,,none,
Cerastium kotschyi,,Cerastium,unknown,,,,none,
Cerastium krylovii,,Cerastium,unknown,,,,none,
Cerastium kunthii,,Cerastium,herb,,,,none,
Cerastium lacaitae,,Cerastium,unknown,,,,none,
Cerastium lanatum,,Cerastium,unknown,,,,none,
Cerastium latifolium,,Cerastium,unknown,,,,none,
Cerastium ligusticum,,Cerastium,unknown,,,,none,
Cerastium limprichtii,,Cerastium,unknown,,,,none,
Cerastium lineare,,Cerastium,unknown,,,,none,
Cerastium lithophilum,,Cerastium,unknown,,,,none,
Cerastium lithospermifolium,,Cerastium,unknown,,,,none,
Cerastium longifolium,,Cerastium,unknown,,,,none,
Cerastium macranthum,,Cerastium,unknown,,,,none,
Cerastium macrocarpum,,Cerastium,herb,,,,none,
Cerastium madrense,,Cerastium,unknown,,,,none,
Cerastium malyi,,Cerastium,unknown,,,,none,
Cerastium maureri,,Cerastium,unknown,,,,none,
Cerastium maximum,,Cerastium,herb,,,,none,
Cerastium meridense,,Cerastium,unknown,,,,none,
Cerastium microspermum,,Cerastium,unknown,,,,none,
Cerastium moesiacum,,Cerastium,unknown,,,,none,
Cerastium mollissimum,,Cerastium,herb,,,,none,
Cerastium morrisonense,,Cerastium,unknown,,,,none,
Cerastium mucronatum,,Cerastium,unknown,,,,none,
Cerastium multiflorum,,Cerastium,unknown,,,,none,
Cerastium nanum,,Cerastium,unknown,,,,none,
Cerastium nemorale,,Cerastium,unknown,,,,none,
Cerastium nigrescens,,Cerastium,herb,,,,none,
Cerastium nutans,,Cerastium,herb,,,,none,
Cerastium octandrum,,Cerastium,unknown,,,,none,
Cerastium oreades,,Cerastium,unknown,,,,none,
Cerastium orithales,,Cerastium,unknown,,,,none,
Cerastium ovatum,,Cerastium,unknown,,,,none,
Cerastium papuanum,,Cerastium,unknown,,,,none,
Cerastium parvipetalum,,Cerastium,unknown,,,,none,
Cerastium pauciflorum,,Cerastium,herb,,,,none,
Cerastium pedunculare,,Cerastium,unknown,,,,none,
Cerastium pedunculatum,,Cerastium,unknown,,,,none,
Cerastium perfoliatum,,Cerastium,herb,,,,none,
Cerastium peruvianum,,Cerastium,unknown,,,,none,
Cerastium pilosum,,Cerastium,unknown,,,,none,
Cerastium polymorphum,,Cerastium,unknown,,,,none,
Cerastium pseudokasbek,,Cerastium,unknown,,,,none,
Cerastium pumilum,,Cerastium,herb,,,,none,
Cerastium purpurascens,,Cerastium,herb,,,,none,
Cerastium purpusii,,Cerastium,unknown,,,,none,
Cerastium pusillum,,Cerastium,unknown,,,,none,
Cerastium ramigerum,,Cerastium,unknown,,,,none,
Cerastium rectum,,Cerastium,unknown,,,,none,
Cerastium regelii,,Cerastium,herb,,,,none,
Cerastium rivulare,,Cerastium,herb,,,,none,
Cerastium rivulariastrum,,Cerastium,herb,,,,none,
Cerastium ruderale,,Cerastium,unknown,,,,none,
Cerastium runemarkii,,Cerastium,unknown,,,,none,
Cerastium scaposum,,Cerastium,unknown,,,,none,
Cerastium scaranii,,Cerastium,unknown,,,,none,
Cerastium schizopetalum,,Cerastium,unknown,,,,none,
Cerastium semidecandrum,,Cerastium,herb,,,,none,
Cerastium siculum,,Cerastium,herb,,,,none,
Cerastium sinaloense,,Cerastium,unknown,,,,none,
Cerastium smolikanum,,Cerastium,unknown,,,,none,
Cerastium soleirolii,,Cerastium,unknown,,,,none,
Cerastium soratense,,Cerastium,unknown,,,,none,
Cerastium sordidum,,Cerastium,herb,,,,none,
Cerastium spathulatum,,Cerastium,unknown,,,,none,
Cerastium stenopetalum,,Cerastium,unknown,,,,none,
Cerastium strictum,,Cerastium,unknown,,,,none,
Cerastium subpilosum,,Cerastium,unknown,,,,none,
Cerastium subspicatum,,Cerastium,herb,,,,none,
Cerastium subtriflorum,,Cerastium,unknown,,,,none,
Cerastium supramontanum,,Cerastium,unknown,,,,none,
Cerastium sventenii,,Cerastium,unknown,,,,none,
Cerastium sylvaticum,,Cerastium,unknown,,,,none,
Cerastium symei,,Cerastium,unknown,,,,none,
Cerastium szechuense,,Cerastium,unknown,,,,none,
Cerastium szowitsii,,Cerastium,unknown,,,,none,
Cerastium takasagomontanum,,Cerastium,unknown,,,,none,
Cerastium terrae-novae,,Cerastium,herb,,,,none,
Cerastium texanum,,Cerastium,herb,,,,none,
Cerastium theophrasti,,Cerastium,unknown,,,,none,
Cerastium thomasii,,Cerastium,unknown,,,,none,
Cerastium thomsonii,,Cerastium,unknown,,,,none,
Cerastium tianschanicum,,Cerastium,unknown,,,,none,
Cerastium tolucense,,Cerastium,unknown,,,,none,
Cerastium tomentosum,,Cerastium,herb,,,,none,
Cerastium transsilvanicum,,Cerastium,unknown,,,,none,
Cerastium trianae,,Cerastium,unknown,,,,none,
Cerastium triviale,,Cerastium,unknown,,,,none,
Cerastium tucumanense,,Cerastium,unknown,,,,none,
Cerastium undulatifolium,,Cerastium,unknown,,,,none,
Cerastium uniflorum,,Cerastium,herb,,,,none,
Cerastium utriense,,Cerastium,unknown,,,,none,
Cerastium vagans,,Cerastium,unknown,,,,none,
Cerastium velutinum,,Cerastium,herb,,,,none,
Cerastium venezuelanum,,Cerastium,unknown,,,,none,
Cerastium viride,,Cerastium,herb,,,,none,
Cerastium vourinense,,Cerastium,unknown,,,,none,
Cerastium vulcanicum,,Cerastium,unknown,,,,none,
Cerastium vulgatum,,Cerastium,unknown,,,,none,
Cerastium wilsonii,,Cerastium,unknown,,,,none,
Cerastium zhiguliensis,,Cerastium,unknown,,,,none,
Cerasus angustifolia,,Cerasus,unknown,,,,none,
Cerasus apetala,,Cerasus,unknown,,,,none,
Cerasus araxina,,Cerasus,unknown,,,,none,
Cerasus besseyi,,Cerasus,unknown,,,,none,
Cerasus botterii,,Cerasus,unknown,,,,none,
Cerasus californica,,Cerasus,unknown,,,,none,
Cerasus campanulata,,Cerasus,unknown,,,,none,
Cerasus caproniana,,Cerasus,unknown,,,,none,
Cerasus caroliniana,,Cerasus,unknown,,,,none,
Cerasus caudata,,Cerasus,unknown,,,,none,
Cerasus cerasoides,,Cerasus,tree,0.634,0,1,species,GWDD_Zanne2009
Cerasus chichibuensis,,Cerasus,unknown,,,,none,
Cerasus clarofolia,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus compta,,Cerasus,unknown,,,,none,
Cerasus conadenia,,Cerasus,unknown,,,,none,
Cerasus conradinae,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus crataegifolia,,Cerasus,unknown,,,,none,
Cerasus crataegifolius,,Cerasus,unknown,,,,none,
Cerasus cyclamina,,Cerasus,unknown,,,,none,
Cerasus dictyoneura,,Cerasus,unknown,,,,none,
Cerasus dielsiana,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus discadenia,,Cerasus,unknown,,,,none,
Cerasus discoidea,,Cerasus,unknown,,,,none,
Cerasus dolichadenia,,Cerasus,unknown,,,,none,
Cerasus erythrocarpa,,Cerasus,unknown,,,,none,
Cerasus ferruginea,,Cerasus,unknown,,,,none,
Cerasus fruticosa,,Cerasus,shrub,0.634,0,1,genus,GWDD_Zanne2009
Cerasus furuseana,,Cerasus,unknown,,,,none,
Cerasus glandulosa,,Cerasus,unknown,,,,none,
Cerasus glaucifolia,,Cerasus,unknown,,,,none,
Cerasus henryi,,Cerasus,unknown,,,,none,
Cerasus incana,,Cerasus,unknown,,,,none,
Cerasus incisa,,Cerasus,unknown,,,,none,
Cerasus itosakura,,Cerasus,unknown,,,,none,
Cerasus jamasakura,,Cerasus,unknown,,,,none,
Cerasus japonica,,Cerasus,shrub,0.634,0,1,genus,GWDD_Zanne2009
Cerasus kanzakura,,Cerasus,unknown,,,,none,
Cerasus katonis,,Cerasus,unknown,,,,none,
Cerasus kubotana,,Cerasus,unknown,,,,none,
Cerasus leveilleana,,Cerasus,unknown,,,,none,
Cerasus mahaleb,,Cerasus,unknown,,,,none,
Cerasus maximowiczii,,Cerasus,unknown,,,,none,
Cerasus microcarpa,,Cerasus,unknown,,,,none,
Cerasus mitsuminensis,,Cerasus,unknown,,,,none,
Cerasus miyasakana,,Cerasus,unknown,,,,none,
Cerasus miyoshii,,Cerasus,unknown,,,,none,
Cerasus mochizukiana,,Cerasus,unknown,,,,none,
Cerasus nikaii,,Cerasus,unknown,,,,none,
Cerasus nipponica,,Cerasus,unknown,,,,none,
Cerasus obtusata,,Cerasus,unknown,,,,none,
Cerasus padus,,Cerasus,unknown,,,,none,
Cerasus patentipila,,Cerasus,unknown,,,,none,
Cerasus pleiocerasus,,Cerasus,unknown,,,,none,
Cerasus pogonostyla,,Cerasus,unknown,,,,none,
Cerasus polytricha,,Cerasus,shrub,0.634,0,1,genus,GWDD_Zanne2009
Cerasus prostrata,,Cerasus,unknown,,,,none,
Cerasus pseudocerasus,,Cerasus,unknown,,,,none,
Cerasus pseudoprostrata,,Cerasus,unknown,,,,none,
Cerasus pumila,,Cerasus,unknown,,,,none,
Cerasus pusilliflora,,Cerasus,unknown,,,,none,
Cerasus sargentii,,Cerasus,unknown,,,,none,
Cerasus schneideriana,,Cerasus,unknown,,,,none,
Cerasus serrula,,Cerasus,unknown,,,,none,
Cerasus serrulata,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus setulosa,,Cerasus,unknown,,,,none,
Cerasus sieboldii,,Cerasus,unknown,,,,none,
Cerasus spachiana,,Cerasus,unknown,,,,none,
Cerasus speciosa,,Cerasus,unknown,,,,none,
Cerasus stipulacea,,Cerasus,unknown,,,,none,
Cerasus subhirtella,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus syodoi,,Cerasus,unknown,,,,none,
Cerasus szechuanica,,Cerasus,unknown,,,,none,
Cerasus tatsienensis,,Cerasus,unknown,,,,none,
Cerasus tianshanica,,Cerasus,unknown,,,,none,
Cerasus tomentosa,,Cerasus,unknown,,,,none,
Cerasus trichantha,,Cerasus,unknown,,,,none,
Cerasus trichostoma,,Cerasus,tree,0.634,0,1,genus,GWDD_Zanne2009
Cerasus tschonoskii,,Cerasus,unknown,,,,none,
Cerasus verecunda,,Cerasus,unknown,,,,none,
Cerasus x compta,,Cerasus,unknown,,,,none,
Cerasus x furuseana,,Cerasus,unknown,,,,none,
Cerasus x kubotana,,Cerasus,unknown,,,,none,
Cerasus x mitsuminensis,,Cerasus,unknown,,,,none,
Cerasus x oneyamensis,,Cerasus,unknown,,,,none,
Cerasus x parvifolia,,Cerasus,unknown,,,,none,
Cerasus x yuyamae,,Cerasus,unknown,,,,none,
Cerasus yedoensis,,Cerasus,unknown,,,,none,
Cerasus yunnanensis,,Cerasus,unknown,,,,none,
Cerasus yuyamae,,Cerasus,unknown,,,,none,
Ceratandra atrata,,Ceratandra,unknown,,,,none,
Ceratandra bicolor,,Ceratandra,unknown,,,,none,
Ceratandra globosa,,Ceratandra,unknown,,,,none,
Ceratandra grandiflora,,Ceratandra,unknown,,,,none,
Ceratandra harveyana,,Ceratandra,unknown,,,,none,
Ceratandra venosa,,Ceratandra,unknown,,,,none,
Ceratanthus calcaratus,,Ceratanthus,unknown,,,,none,
Ceratiola ericoides,,Ceratiola,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Ceratiosicyos laevis,,Ceratiosicyos,unknown,,,,none,
Ceratobium antennatum,,Ceratobium,unknown,,,,none,
Ceratobium dalbertisii,,Ceratobium,unknown,,,,none,
Ceratobium leporinum,,Ceratobium,unknown,,,,none,
Ceratocapnos claviculata,,Ceratocapnos,vine,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Ceratocapnos heterocarpa,,Ceratocapnos,unknown,,,,none,
Ceratocapnos turbinata,,Ceratocapnos,unknown,,,,none,
Ceratocarpus arenarius,,Ceratocarpus,herb,,,,none,
Ceratocaryum argenteum,,Ceratocaryum,graminoid,,,,none,
Ceratocaryum caespitosum,,Ceratocaryum,unknown,,,,none,
Ceratocaryum decipiens,,Ceratocaryum,unknown,,,,none,
Ceratocaryum fimbriatum,,Ceratocaryum,unknown,,,,none,
Ceratocaryum fistulosum,,Ceratocaryum,unknown,,,,none,
Ceratocaryum persistens,,Ceratocaryum,unknown,,,,none,
Ceratocaryum pulchrum,,Ceratocaryum,unknown,,,,none,
Ceratocaryum xerophilum,,Ceratocaryum,unknown,,,,none,
Ceratocephala falcata,,Ceratocephala,herb,,,,none,
Ceratocephala pungens,,Ceratocephala,unknown,,,,none,
Ceratocephala testiculata,,Ceratocephala,herb,,,,none,
Ceratocephalus falcata,,Ceratocephalus,herb,,,,none,
Ceratocephalus falcatus,,Ceratocephalus,herb,,,,none,
Ceratocephalus testiculatus,,Ceratocephalus,herb,,,,none,
Ceratochilus biglandulosus,,Ceratochilus,unknown,,,,none,
Ceratochloa marginata,,Ceratochloa,unknown,,,,none,
Ceratochloa pitensis,,Ceratochloa,unknown,,,,none,
Ceratochloa polyantha,,Ceratochloa,unknown,,,,none,
Ceratocnemum rapistroides,,Ceratocnemum,unknown,,,,none,
Ceratodon chloropus,,Ceratodon,unknown,,,,none,
Ceratodon condensatus,,Ceratodon,unknown,,,,none,
Ceratodon heterophyllus,,Ceratodon,unknown,,,,none,
Ceratodon purpureus,,Ceratodon,unknown,,,,none,
Ceratodon stenocarpus,,Ceratodon,unknown,,,,none,
Ceratogyne obionoides,,Ceratogyne,unknown,,,,none,
Ceratoides lanata,,Ceratoides,unknown,,,,none,
Ceratoides pungens,,Ceratoides,unknown,,,,none,
Ceratolacis erythrolichen,,Ceratolacis,unknown,,,,none,
Ceratolacis pedunculatum,,Ceratolacis,unknown,,,,none,
Ceratolejeunea amazonica,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea anomala,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea atlantica,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea belangeriana,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea beninensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea brevinervis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea calabariensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea ceratantha,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea coarina,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea commixta,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea confusa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea corniculata,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea cornuta,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea cubensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea dentatocornuta,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea dentistipula,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea desciscens,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea diversicornua,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea diversiloba,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea dussiana,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea emarginatula,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea falcatodentata,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea fallax,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea fastigiata,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea filaria,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea fuliginosa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea grandiloba,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea guianensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea jungneri,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea laete-fusca,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea laetefusca,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea latiflora,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea malleigera,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea maritima,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea megalophysa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea minuta,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea miradorensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea oculata,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea oxygonia,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea papuliflora,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea patentissima,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea peruviana,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea plumula,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea pungens,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea pyriformis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea renauldii,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea renistipula,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea rubiginosa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea sacculosa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea singapurensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea sintenisii,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea spinosa,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea szyszylowiczii,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea tahitensis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea temnantha,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea umbonata,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea variabilis,,Ceratolejeunea,unknown,,,,none,
Ceratolejeunea zenkeri,,Ceratolejeunea,unknown,,,,none,
Ceratolimon feei,,Ceratolimon,unknown,,,,none,
Ceratolimon migiurtinum,,Ceratolimon,unknown,,,,none,
Ceratolimon rechingeri,,Ceratolimon,unknown,,,,none,
Ceratolobus concolor,,Ceratolobus,unknown,,,,none,
Ceratolobus discolor,,Ceratolobus,unknown,,,,none,
Ceratolobus glaucescens,,Ceratolobus,unknown,,,,none,
Ceratolobus kingianus,,Ceratolobus,unknown,,,,none,
Ceratolobus subangulatus,,Ceratolobus,unknown,,,,none,
Ceratonia oreothauma,,Ceratonia,unknown,,,,none,
Ceratonia siliqua,,Ceratonia,tree,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Ceratopetalum apetalum,,Ceratopetalum,tree,0.523,0.013076696830622,3,species,GWDD_Zanne2009
Ceratopetalum corymbosum,,Ceratopetalum,unknown,,,,none,
Ceratopetalum gummiferum,,Ceratopetalum,shrub,0.559,0.0475371199987734,10,genus,GWDD_Zanne2009
Ceratopetalum hylandii,,Ceratopetalum,unknown,,,,none,
Ceratopetalum iugumense,,Ceratopetalum,unknown,,,,none,
Ceratopetalum macrophyllum,,Ceratopetalum,unknown,,,,none,
Ceratopetalum succirubrum,,Ceratopetalum,tree,0.539,0.0224350915606184,4,species,GWDD_Zanne2009
Ceratopetalum virchowii,,Ceratopetalum,unknown,,,,none,
Ceratophyllum demersum,,Ceratophyllum,herb,,,,none,
Ceratophyllum echinatum,,Ceratophyllum,herb,,,,none,
Ceratophyllum llerenae,,Ceratophyllum,unknown,,,,none,
Ceratophyllum muricatum,,Ceratophyllum,herb,,,,none,
Ceratophyllum platyacanthum,,Ceratophyllum,unknown,,,,none,
Ceratophyllum submersum,,Ceratophyllum,herb,,,,none,
Ceratophytum tetragonolobum,,Ceratophytum,vine,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Ceratopteris cornuta,,Ceratopteris,unknown,,,,none,
Ceratopteris deltoidea,,Ceratopteris,unknown,,,,none,
Ceratopteris gaudichaudii,,Ceratopteris,unknown,,,,none,
Ceratopteris pteridoides,,Ceratopteris,unknown,,,,none,
Ceratopteris pteroides,,Ceratopteris,unknown,,,,none,
Ceratopteris richardii,,Ceratopteris,herb,,,,none,
Ceratopteris thalictroides,,Ceratopteris,herb,,,,none,
Ceratopyxis verbenacea,,Ceratopyxis,unknown,,,,none,
Ceratosanthes hilariana,,Ceratosanthes,vine,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
Ceratosanthes humilis,,Ceratosanthes,unknown,,,,none,
Ceratosanthes latiloba,,Ceratosanthes,unknown,,,,none,
Ceratosanthes multiloba,,Ceratosanthes,unknown,,,,none,
Ceratosanthes palmata,,Ceratosanthes,unknown,,,,none,
Ceratosanthes parviflora,,Ceratosanthes,unknown,,,,none,
Ceratosanthes tomentosa,,Ceratosanthes,unknown,,,,none,
Ceratosanthes trifoliata,,Ceratosanthes,unknown,,,,none,
Ceratosanthes warmingiana,,Ceratosanthes,unknown,,,,none,
Ceratostema alatum,,Ceratostema,shrub,0.58,0.18,0,global_fallback,GWDD_Zanne2009_global_fallback_UNVERIFIED
