scrubbed_family,scrubbed_genus,scrubbed_species_binomial,trait_name,trait_value,unit,method,latitude,longitude,elevation_m,url_source,source_citation,project_pi,verbatim_family,verbatim_scientific_name,name_submitted,family_matched,name_matched,name_matched_author,higher_plant_group,tnrs_warning,matched_taxonomic_status,scrubbed_taxonomic_status,scrubbed_family.1,scrubbed_genus.1,scrubbed_specific_epithet,scrubbed_taxon_name_no_author,scrubbed_taxon_canonical,scrubbed_author,scrubbed_taxon_name_with_author,scrubbed_species_binomial_with_morphospecies,access,id
Cactaceae,Cylindropuntia,Cylindropuntia munzii,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia munzii,Cactaceae Cylindropuntia munzii,Cactaceae,Cylindropuntia munzii,(C.B. Wolf) Backeb.,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,munzii,Cylindropuntia munzii,Cylindropuntia munzii,(C.B. Wolf) Backeb.,Cylindropuntia munzii (C.B. Wolf) Backeb.,Cylindropuntia munzii,public,4563258
Cactaceae,Cylindropuntia,Cylindropuntia prolifera,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia prolifera,Cactaceae Cylindropuntia prolifera,Cactaceae,Cylindropuntia prolifera,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,prolifera,Cylindropuntia prolifera,Cylindropuntia prolifera,(Engelm.) F.M. Knuth,Cylindropuntia prolifera (Engelm.) F.M. Knuth,Cylindropuntia prolifera,public,4563259
Cactaceae,Cylindropuntia,Cylindropuntia prolifera,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia prolifera,Cactaceae Cylindropuntia prolifera,Cactaceae,Cylindropuntia prolifera,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,prolifera,Cylindropuntia prolifera,Cylindropuntia prolifera,(Engelm.) F.M. Knuth,Cylindropuntia prolifera (Engelm.) F.M. Knuth,Cylindropuntia prolifera,public,4563260
Cactaceae,Cylindropuntia,Cylindropuntia ramosissima,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia ramosissima,Cactaceae Cylindropuntia ramosissima,Cactaceae,Cylindropuntia ramosissima,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,ramosissima,Cylindropuntia ramosissima,Cylindropuntia ramosissima,(Engelm.) F.M. Knuth,Cylindropuntia ramosissima (Engelm.) F.M. Knuth,Cylindropuntia ramosissima,public,4563261
Cactaceae,Cylindropuntia,Cylindropuntia ramosissima,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia ramosissima,Cactaceae Cylindropuntia ramosissima,Cactaceae,Cylindropuntia ramosissima,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,ramosissima,Cylindropuntia ramosissima,Cylindropuntia ramosissima,(Engelm.) F.M. Knuth,Cylindropuntia ramosissima (Engelm.) F.M. Knuth,Cylindropuntia ramosissima,public,4563262
Cactaceae,Cylindropuntia,Cylindropuntia spinosior,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia spinosior,Cactaceae Cylindropuntia spinosior,Cactaceae,Cylindropuntia spinosior,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,spinosior,Cylindropuntia spinosior,Cylindropuntia spinosior,(Engelm.) F.M. Knuth,Cylindropuntia spinosior (Engelm.) F.M. Knuth,Cylindropuntia spinosior,public,4563263
Cactaceae,Cylindropuntia,Cylindropuntia spinosior,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia spinosior,Cactaceae Cylindropuntia spinosior,Cactaceae,Cylindropuntia spinosior,(Engelm.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,spinosior,Cylindropuntia spinosior,Cylindropuntia spinosior,(Engelm.) F.M. Knuth,Cylindropuntia spinosior (Engelm.) F.M. Knuth,Cylindropuntia spinosior,public,4563264
Cactaceae,Cylindropuntia,Cylindropuntia tunicata,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia tunicata,Cactaceae Cylindropuntia tunicata,Cactaceae,Cylindropuntia tunicata,(Lehm.) F.M.Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,tunicata,Cylindropuntia tunicata,Cylindropuntia tunicata,(Lehm.) F.M.Knuth,Cylindropuntia tunicata (Lehm.) F.M.Knuth,Cylindropuntia tunicata,public,4563265
Cactaceae,Cylindropuntia,Cylindropuntia tunicata,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia tunicata,Cactaceae Cylindropuntia tunicata,Cactaceae,Cylindropuntia tunicata,(Lehm.) F.M.Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,tunicata,Cylindropuntia tunicata,Cylindropuntia tunicata,(Lehm.) F.M.Knuth,Cylindropuntia tunicata (Lehm.) F.M.Knuth,Cylindropuntia tunicata,public,4563266
Cactaceae,Cylindropuntia,Cylindropuntia versicolor,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia versicolor,Cactaceae Cylindropuntia versicolor,Cactaceae,Cylindropuntia versicolor,(Engelm. ex J.M. Coult.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,versicolor,Cylindropuntia versicolor,Cylindropuntia versicolor,(Engelm. ex J.M. Coult.) F.M. Knuth,Cylindropuntia versicolor (Engelm. ex J.M. Coult.) F.M. Knuth,Cylindropuntia versicolor,public,4563267
Cactaceae,Cylindropuntia,Cylindropuntia versicolor,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia versicolor,Cactaceae Cylindropuntia versicolor,Cactaceae,Cylindropuntia versicolor,(Engelm. ex J.M. Coult.) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,versicolor,Cylindropuntia versicolor,Cylindropuntia versicolor,(Engelm. ex J.M. Coult.) F.M. Knuth,Cylindropuntia versicolor (Engelm. ex J.M. Coult.) F.M. Knuth,Cylindropuntia versicolor,public,4563268
Cactaceae,Cylindropuntia,Cylindropuntia whipplei,whole plant growth form,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia whipplei,Cactaceae Cylindropuntia whipplei,Cactaceae,Cylindropuntia whipplei,(Engelm. & J.M. Bigelow) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,whipplei,Cylindropuntia whipplei,Cylindropuntia whipplei,(Engelm. & J.M. Bigelow) F.M. Knuth,Cylindropuntia whipplei (Engelm. & J.M. Bigelow) F.M. Knuth,Cylindropuntia whipplei,public,4563269
Cactaceae,Cylindropuntia,Cylindropuntia whipplei,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia whipplei,Cactaceae Cylindropuntia whipplei,Cactaceae,Cylindropuntia whipplei,(Engelm. & J.M. Bigelow) F.M. Knuth,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,whipplei,Cylindropuntia whipplei,Cylindropuntia whipplei,(Engelm. & J.M. Bigelow) F.M. Knuth,Cylindropuntia whipplei (Engelm. & J.M. Bigelow) F.M. Knuth,Cylindropuntia whipplei,public,4563270
Cactaceae,Cylindropuntia,Cylindropuntia wolfii,whole plant growth form diversity,Shrub,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Cylindropuntia wolfii,Cactaceae Cylindropuntia wolfii,Cactaceae,Cylindropuntia wolfii,(L.D. Benson) M.A. Baker,flowering plants,,Accepted,Accepted,Cactaceae,Cylindropuntia,wolfii,Cylindropuntia wolfii,Cylindropuntia wolfii,(L.D. Benson) M.A. Baker,Cylindropuntia wolfii (L.D. Benson) M.A. Baker,Cylindropuntia wolfii,public,4563271
Cactaceae,Pseudorhipsalis,Pseudorhipsalis amazonica,whole plant growth form,Non-woody epiphyte,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Disocactus amazonicus,Cactaceae Disocactus amazonicus,Cactaceae,Disocactus amazonicus,(K. Schum.) D.R. Hunt,flowering plants,,Synonym,Accepted,Cactaceae,Pseudorhipsalis,amazonica,Pseudorhipsalis amazonica,Pseudorhipsalis amazonica,(K. Schum.) Ralf Bauer,Pseudorhipsalis amazonica (K. Schum.) Ralf Bauer,Pseudorhipsalis amazonica,public,4563272
Cactaceae,Pseudorhipsalis,Pseudorhipsalis amazonica,whole plant growth form diversity,Tree_Herb_Vine_Non-woody epiphyte,,Species with multiple growth form classifications were assigned the growth form classification agreed upon by the majority (>2/3) of sources. Species with ambiguous or otherwise not interpretable growth form assignments were excluded from the final dataset but are made available with the original data.,,,,http://onlinelibrary.wiley.com/doi/10.1002/ecy.1569/abstract,"Engemann, K., Sandel, B., Boyle, B., Enquist, B. J., JÃÂ¸rgensen, P. M., Kattge, J., McGill, B. J., Morueta-Holme, N., Peet, R. K., Spencer, N. J., Violle, C., Wiser, S. K. and Svenning, J.-C. (2016), A plant growth form dataset for the New World. Ecology, 97: 3243. doi:10.1002/ecy.1569","Engemann, K",engemann@bios.au.dk,Disocactus amazonicus,Cactaceae Disocactus amazonicus,Cactaceae,Disocactus amazonicus,(K. Schum.) D.R. Hunt,flowering plants,,Synonym,Accepted,Cactaceae,Pseudorhipsalis,amazonica,Pseudorhipsalis amazonica,Pseudorhipsalis amazonica,(K. Schum.) Ralf Bauer,Pseudorhipsalis amazonica (K. Schum.) Ralf Bauer,Pseudorhipsalis amazonica,public,4563273
